image_path,umap_x,umap_y,cluster
../data_2\102021017_NEG634146279486865014_102021017_NEG634146279486865014_sw_arcsinh_vis_only.jpg,0.43179226,3.3005695,1
../data_2\102021017_NEG637928660482715254_102021017_NEG637928660482715254_sw_arcsinh_vis_only.jpg,-0.25157094,2.9424367,1
../data_2\102021018_NEG640120110483854165_102021018_NEG640120110483854165_sw_arcsinh_vis_only.jpg,-0.57999724,4.7030816,1
../data_2\102021019_NEG651956451483599583_102021019_NEG651956451483599583_sw_arcsinh_vis_only.jpg,-0.4055918,4.120316,1
../data_2\102021020_NEG656951229482999258_102021020_NEG656951229482999258_sw_arcsinh_vis_only.jpg,-0.044971053,2.9586122,1
../data_2\102021492_NEG579460447477747720_102021492_NEG579460447477747720_sw_arcsinh_vis_only.jpg,3.3588297,4.93449,0
../data_2\102021492_NEG580553783482399812_102021492_NEG580553783482399812_sw_arcsinh_vis_only.jpg,0.26090646,3.7475455,1
../data_2\102021493_NEG583380599480841946_102021493_NEG583380599480841946_sw_arcsinh_vis_only.jpg,2.9143746,3.5745463,0
../data_2\102021493_NEG584317889477816598_102021493_NEG584317889477816598_sw_arcsinh_vis_only.jpg,-0.51002765,2.7699766,1
../data_2\102021493_NEG586398445479765591_102021493_NEG586398445479765591_sw_arcsinh_vis_only.jpg,0.07876168,2.7037427,1
../data_2\102021493_NEG587807121477852004_102021493_NEG587807121477852004_sw_arcsinh_vis_only.jpg,1.7576381,2.9771383,1
../data_2\102021496_NEG603335199478099381_102021496_NEG603335199478099381_sw_arcsinh_vis_only.jpg,-1.0230215,2.6895177,1
../data_2\102021497_NEG611694459481354870_102021497_NEG611694459481354870_sw_arcsinh_vis_only.jpg,2.9849994,3.686661,0
../data_2\102021497_NEG615658160478755691_102021497_NEG615658160478755691_sw_arcsinh_vis_only.jpg,-0.7197525,3.3206184,1
../data_2\102021498_NEG620710751479897662_102021498_NEG620710751479897662_sw_arcsinh_vis_only.jpg,3.098695,3.6863208,0
../data_2\102021499_NEG628042951482285714_102021499_NEG628042951482285714_sw_arcsinh_vis_only.jpg,1.6075954,4.156887,0
../data_2\102021499_NEG630283151478334717_102021499_NEG630283151478334717_sw_arcsinh_vis_only.jpg,-1.1459959,3.1843503,1
../data_2\102021499_NEG631323422479949628_102021499_NEG631323422479949628_sw_arcsinh_vis_only.jpg,0.15659255,3.29775,1
../data_2\102021500_NEG636294430480333264_102021500_NEG636294430480333264_sw_arcsinh_vis_only.jpg,3.180385,5.344287,0
../data_2\102021500_NEG636868197478599642_102021500_NEG636868197478599642_sw_arcsinh_vis_only.jpg,0.5247749,2.209365,1
../data_2\102021501_NEG641175215482169059_102021501_NEG641175215482169059_sw_arcsinh_vis_only.jpg,-0.77725226,3.8362145,1
../data_2\102021501_NEG642870048480955813_102021501_NEG642870048480955813_sw_arcsinh_vis_only.jpg,2.4106324,4.2101855,0
../data_2\102021503_NEG655073934479995542_102021503_NEG655073934479995542_sw_arcsinh_vis_only.jpg,3.58882,4.6204123,0
