image_path,umap_x,umap_y,cluster
../data\102019128_NEG608928997504779012_102019128_NEG608928997504779012_sw_arcsinh_vis_y_j.jpg,14.219296,-4.3954377,3
../data\102019128_NEG608928997504779012_102019128_NEG608928997504779012_sw_mtf_vis_j.jpg,9.3881645,10.412883,0
../data\102019128_NEG608928997504779012_102019128_NEG608928997504779012_sw_mtf_vis_only.jpg,9.4763155,7.3271136,4
../data\102019128_NEG608928997504779012_102019128_NEG608928997504779012_sw_mtf_vis_y.jpg,9.245191,10.520216,0
../data\102019128_NEG608928997504779012_102019128_NEG608928997504779012_sw_mtf_vis_y_j.jpg,-3.013463,4.052915,1
../data\102019129_NEG617672661504204895_102019129_NEG617672661504204895_sw_arcsinh_vis_j.jpg,16.478392,-4.4415245,3
../data\102019129_NEG617672661504204895_102019129_NEG617672661504204895_sw_arcsinh_vis_only.jpg,12.940372,3.9689279,4
../data\102019129_NEG617672661504204895_102019129_NEG617672661504204895_sw_arcsinh_vis_y.jpg,16.637358,-4.356951,3
../data\102019129_NEG617672661504204895_102019129_NEG617672661504204895_sw_arcsinh_vis_y_j.jpg,14.072265,-4.58201,3
../data\102019129_NEG617672661504204895_102019129_NEG617672661504204895_sw_mtf_vis_j.jpg,9.423071,10.81347,0
../data\102019129_NEG617672661504204895_102019129_NEG617672661504204895_sw_mtf_vis_only.jpg,9.51638,7.5626454,4
../data\102019129_NEG617672661504204895_102019129_NEG617672661504204895_sw_mtf_vis_y.jpg,9.571323,10.815608,0
../data\102019129_NEG617672661504204895_102019129_NEG617672661504204895_sw_mtf_vis_y_j.jpg,-3.5894735,4.004624,1
../data\102019131_NEG626148898503257561_102019131_NEG626148898503257561_sw_arcsinh_vis_j.jpg,16.16393,-4.10671,3
../data\102019131_NEG626148898503257561_102019131_NEG626148898503257561_sw_arcsinh_vis_only.jpg,12.5703,4.0700564,4
../data\102019131_NEG626148898503257561_102019131_NEG626148898503257561_sw_arcsinh_vis_y.jpg,16.328455,-3.9855444,3
../data\102019131_NEG626148898503257561_102019131_NEG626148898503257561_sw_arcsinh_vis_y_j.jpg,14.456066,-4.3732667,0
../data\102019131_NEG626148898503257561_102019131_NEG626148898503257561_sw_mtf_vis_j.jpg,8.338739,9.38856,0
../data\102019131_NEG626148898503257561_102019131_NEG626148898503257561_sw_mtf_vis_only.jpg,10.165623,6.5546927,4
../data\102019131_NEG626148898503257561_102019131_NEG626148898503257561_sw_mtf_vis_y.jpg,8.197434,9.296969,0
../data\102019131_NEG626148898503257561_102019131_NEG626148898503257561_sw_mtf_vis_y_j.jpg,-3.2310016,4.094058,1
../data\102019586_NEG564463213499964061_102019586_NEG564463213499964061_sw_arcsinh_vis_j.jpg,16.857944,-3.998172,3
../data\102019586_NEG564463213499964061_102019586_NEG564463213499964061_sw_arcsinh_vis_only.jpg,12.723768,4.303657,4
../data\102019586_NEG564463213499964061_102019586_NEG564463213499964061_sw_arcsinh_vis_y.jpg,17.154348,-3.8643832,3
../data\102019586_NEG564463213499964061_102019586_NEG564463213499964061_sw_arcsinh_vis_y_j.jpg,13.87481,-4.5175333,3
../data\102019586_NEG564463213499964061_102019586_NEG564463213499964061_sw_mtf_vis_j.jpg,8.986523,9.808056,0
